AverageAbsQYDiff,AverageDiscountedReturn,AverageQLoss,AverageReturn,AverageQ,QFunRegParamNorm,MinEsReturn,AverageAbsY,AverageEsReturn,PolicyRegParamNorm,Iteration,MaxEsReturn,Epoch,StdEsReturn,AverageAbsQ,AveragePolicySurr,StdReturn,AverageY,MinReturn,AverageAction,MaxReturn
2.21420860531,125.0907278,31.2378,206.040579977,117.486,79.1874,2.99180707717,117.495626219,122.536756687,47.6474,113,221.823310792,113,88.0343405507,117.56,-120.916,4.64475878783,117.49056876,183.377139987,0.729235,214.435121857
2.18149815991,127.396454479,29.6866,212.548421501,118.261,79.5383,9.17187924648,118.274985883,122.552689502,47.7828,114,234.167053868,114,95.0386228931,118.333,-121.621,5.33056096987,118.269351685,195.779290468,0.730874,222.158822444
2.31130943802,127.606648777,35.5661,212.400319546,118.01,79.7819,8.3615512243,118.025060689,143.316813916,47.9371,115,219.426337102,115,79.6312275168,118.093,-121.54,4.2604807303,118.021461548,198.490525318,0.696318,229.211639974
2.19094884238,129.150154512,33.3403,219.503118532,118.175,80.1286,16.4249176229,118.188857816,136.902971367,48.1239,116,227.319423252,116,75.4971654632,118.253,-121.502,1.68133998747,118.182819407,214.65249883,0.672141,223.280022779
2.25464060522,129.35264493,34.8472,217.4459679,118.229,80.534,9.09092486087,118.242984255,136.736284837,48.2642,117,233.617117052,117,84.5163518881,118.315,-121.665,1.77310509466,118.237895934,213.490378077,0.710338,221.56565487
2.22302021215,131.203567567,34.68,221.503805109,118.647,81.0092,13.9230098724,118.662362857,174.597118226,48.4281,118,235.212151794,118,66.6402422256,118.722,-121.973,4.50032006965,118.655520372,211.222818423,0.662311,233.064026247
2.23757049451,129.581974853,35.3282,217.844689781,118.83,81.3942,11.6298888388,118.839905061,120.176981839,48.6007,119,214.163768698,119,76.6859387286,118.91,-122.264,3.39276159979,118.835576893,211.457725004,0.6678,227.876384843
2.24110795901,129.200416253,33.4108,214.931553011,118.577,81.7773,12.4145849455,118.588905441,119.15258228,48.7924,120,227.215724181,120,77.9791969627,118.66,-121.989,2.71780595145,118.582034738,206.645110813,0.644457,220.095493001
2.20994918293,127.6287718,32.3148,212.731222465,119.048,82.1257,8.29183296793,119.070824607,117.12240658,48.9067,121,225.369679791,121,85.025853516,119.136,-122.45,2.01460084182,119.060615881,207.473013888,0.662178,216.843031652
2.21004500536,128.170826944,32.9571,214.6540386,119.035,82.5363,7.39332919121,119.052138499,107.559982255,49.0061,122,223.357860359,122,83.2572085059,119.124,-122.406,1.80958930634,119.043200842,209.717589905,0.631115,218.56546831
2.22255679188,130.371619661,32.86,218.795441983,119.593,82.9198,9.39300361365,119.60739317,136.23137938,49.2009,123,228.636314881,123,84.6159188959,119.685,-122.981,2.13340130978,119.600486784,214.067699767,0.665027,223.967720027
2.21340048252,127.46875844,34.4986,213.822412826,119.348,83.2744,6.40745515838,119.360638215,126.630034804,49.4119,124,229.322829997,124,96.0049119894,119.436,-122.616,2.32823248291,119.35531321,209.304653204,0.693104,219.231203669
2.29216310058,129.082012702,36.3228,219.630461963,119.486,83.6379,15.5776794994,119.501017304,148.927124383,49.6103,125,225.097059031,125,69.9252000557,119.58,-122.752,2.1590508925,119.495308896,214.184591869,0.650405,224.95898033
